City,Date,Year,Month,Junction_ID,Traffic_volume,Zone,Road_Capacity2,Congestion_%,PM2.5,NO2,CO,AQI,Sensor_ID,Sensor_Status,Uptime_Percentage,Is_Weekend,Is_Festival,Weather_Condition,Severity_Score,Zone_Rank,Avg_Speed,Hour,Day_of_Week,Is_Peak_Hour,Congestion_Level,Pollution_Level,Prev_Traffic,Prev_AQI,AQI_Change,Traffic_MA_3,Traffic_Anomaly_Flag,DaY_Type,Smart_City_Index
Chennai,05-11-2026,2026,Nov,J9,112,South,66,169.7,68.06,46.11,1.62,80.21,S9,Active,99.22501615,1,0,Clear,0.21,MEDIUM,20,2,6,0,Medium,Severe,112,80.21,45.4,15955.44,0,WeekEnd,68.03
Chennai,02-04-2023,2023,Apr,J10,64,South,482,13.28,37.52,17.32,1.23,48.65,S10,Active,95.95096992,1,0,Fog,0.09,LOW,83,4,6,0,High,Severe,64,48.65,-31.57,15919,0,WeekEnd,81.5
Pune,16-05-2026,2026,May,J11,95,Central,293,32.42,102.06,56.52,2.9,125.94,S11,Unstable,87.29661745,1,0,Rain,0.28,HIGH,74,3,6,0,Low,Moderate,95,125.94,77.3,15983.67,1,WeekEnd,43.78
Pune,11-06-2025,2025,Jun,J12,60,West,76,78.95,21.02,14.05,0.43,23.32,S12,Active,91.67689706,1,0,Rain,0.07,LOW,51,1,6,0,High,Severe,60,23.32,-102.62,15920.89,0,WeekEnd,92.07
Pune,15-03-2023,2023,Mar,J1,116,North,73,158.9,93.04,54.78,2.5,112.89,S1,Unstable,87.90335903,1,0,Clear,0.27,HIGH,20,10,6,0,High,Severe,116,112.89,89.57,15924.67,1,WeekEnd,39.15
Hyderabad,17-08-2026,2026,Aug,J2,70,East,315,22.22,19.95,6.43,0.57,23.39,S2,Unstable,85.15428102,1,0,Rain,0.04,LOW,79,10,6,0,Low,Severe,70,23.39,-89.5,15932.22,0,WeekEnd,92.73
Chennai,18-09-2024,2024,Sep,J3,111,West,301,36.88,17,10.58,0.48,21.21,S3,Active,90.87539695,1,0,Clear,0.05,LOW,72,1,6,0,Medium,Moderate,111,21.21,-2.18,15908.22,0,WeekEnd,92.78
Pune,28-12-2022,2022,Dec,J4,107,West,404,26.49,98.13,59,2.99,126.59,S4,Active,94.72577105,1,0,Heavy Traffic Event,0.29,HIGH,77,12,6,0,High,Severe,107,126.59,105.38,15898.56,0,WeekEnd,59.16
Pune,20-11-2023,2023,Nov,J5,107,South,193,55.44,18.42,21.61,0.73,30.24,S5,Active,99.31193233,1,0,Fog,0.09,LOW,62,1,6,0,High,Severe,107,30.24,-96.35,15791.11,0,WeekEnd,92.64
Chennai,07-10-2023,2023,Oct,J6,73,East,231,31.6,26.02,14.65,0.68,31.07,S6,Active,96.54752078,1,0,Clear,0.07,LOW,74,11,6,0,High,Severe,73,31.07,0.83,15748.22,0,WeekEnd,90.54
Chennai,21-08-2022,2022,Aug,J7,85,West,329,25.84,26.57,13.28,0.76,32.51,S7,Unstable,88.45207296,1,0,Rain,0.07,LOW,77,7,6,0,Medium,Severe,85,32.51,1.44,15731.44,0,WeekEnd,89.2
Chennai,18-04-2023,2023,Apr,J8,112,South,314,35.67,13.84,15.19,0.58,23.17,S8,Active,90.04317831,1,0,Rain,0.06,LOW,72,10,6,0,High,Severe,112,23.17,-9.34,15708,0,WeekEnd,88.61
Pune,12-12-2026,2026,Dec,J9,81,East,249,32.53,80.47,55.59,2.22,101.33,S9,Active,92.80870768,1,0,Fog,0.26,HIGH,74,1,6,0,Medium,Severe,81,101.33,78.16,15838.33,1,WeekEnd,44.71
Warangal,26-11-2022,2022,Nov,J10,110,West,304,36.18,60.1,33.63,1.53,70.68,S10,Unstable,87.86909373,1,0,Fog,0.17,MEDIUM,72,2,6,0,Medium,Severe,110,70.68,-30.65,15851.89,0,WeekEnd,69
Chennai,12-10-2022,2022,Oct,J11,81,Central,209,38.76,26.34,18.9,0.91,37.05,S11,Active,97.49418736,1,0,Heavy Traffic Event,0.09,LOW,71,1,6,0,Medium,Moderate,81,37.05,-33.63,15827.44,0,WeekEnd,85.74
Hyderabad,07-03-2024,2024,Mar,J12,97,Central,372,26.08,94.21,60.98,2.73,119.97,S12,Unstable,87.51947369,1,0,Clear,0.29,HIGH,77,10,6,0,Low,Moderate,97,119.97,82.92,15716.78,1,WeekEnd,32.06
Hyderabad,26-05-2022,2022,May,J1,118,East,129,91.47,79.97,46.46,1.73,88.44,S1,Unstable,89.34959567,1,0,Clear,0.23,MEDIUM,44,9,6,0,Low,Moderate,118,88.44,-31.53,15697.22,0,WeekEnd,67.7
Warangal,23-07-2024,2024,Jul,J2,111,West,90,123.33,97.51,54.53,2.53,115.76,S2,Active,93.66400999,1,0,Rain,0.27,HIGH,28,10,6,0,Low,Severe,111,115.76,27.32,15773,1,WeekEnd,39.17
Chennai,18-01-2023,2023,Jan,J3,101,North,433,23.33,102.2,55.33,2.88,125.21,S3,Unstable,86.84836047,1,0,Fog,0.28,HIGH,78,6,6,0,Medium,Severe,101,125.21,9.45,15727.33,1,WeekEnd,32.85
Warangal,08-09-2023,2023,Sep,J4,64,Central,233,27.47,47.83,26.58,1.15,54.92,S4,Active,94.36922412,1,1,Clear,0.13,MEDIUM,76,2,6,0,High,Severe,64,54.92,-70.28,15773.67,0,WeekEnd,75.53
Hyderabad,15-06-2024,2024,Jun,J5,73,Central,407,17.94,15.92,5,0.69,23.32,S5,Active,99.16337803,1,0,Clear,0.03,LOW,81,7,6,0,High,Severe,73,23.32,-31.61,15765.22,0,WeekEnd,95.93
Warangal,03-05-2022,2022,May,J6,96,South,492,19.51,30.15,20.07,0.98,40.69,S6,Active,95.37303806,1,0,Fog,0.09,LOW,80,8,6,0,Low,Moderate,96,40.69,17.37,15735.67,0,WeekEnd,88.75
Chennai,25-01-2024,2024,Jan,J7,101,East,498,20.28,45.26,23.49,1.75,64.6,S7,Active,97.19176888,1,0,Fog,0.12,LOW,80,6,6,0,Medium,Severe,101,64.6,23.91,15755.33,0,WeekEnd,78.75
Hyderabad,18-03-2024,2024,Mar,J8,120,Central,320,37.5,62.3,41.17,2.11,85.8,S8,Active,91.57741587,1,0,Clear,0.19,MEDIUM,71,3,6,0,High,Severe,120,85.8,21.19,15750.67,0,WeekEnd,55.95
Pune,17-02-2022,2022,Feb,J9,74,North,159,46.54,97.43,61.28,2.63,119.79,S9,Active,90.47975875,1,1,Fog,0.29,HIGH,37,6,6,1,High,Severe,74,119.79,34,15739.89,0,WeekEnd,57.74
Chennai,23-05-2025,2025,May,J10,84,Central,168,50,38.06,26.74,1.6,59.14,S10,Unstable,89.92904036,1,0,Clear,0.12,LOW,35,12,6,1,Low,Moderate,84,59.14,-60.65,15791.89,0,WeekEnd,81.97
Hyderabad,08-02-2023,2023,Feb,J11,61,Central,283,21.55,97.44,57.55,3.03,126.63,S11,Active,94.90697763,1,0,Clear,0.28,HIGH,55,8,6,1,Medium,Moderate,61,126.63,67.49,15740.33,1,WeekEnd,47.85
Chennai,03-10-2024,2024,Oct,J12,89,North,213,41.78,66.55,41.9,1.97,85.34,S12,Active,92.77803519,1,0,Clear,0.2,MEDIUM,41,4,6,1,High,Severe,89,85.34,-41.29,15848.78,0,WeekEnd,53.78
Warangal,21-11-2023,2023,Nov,J1,63,North,294,21.43,56.2,25.56,1.63,68.32,S1,Active,92.08479128,1,0,Fog,0.14,MEDIUM,55,1,6,1,High,Severe,63,68.32,-17.02,15785.22,0,WeekEnd,75.78
Pune,02-11-2023,2023,Nov,J2,115,West,159,72.33,103.7,64.11,3.03,131.62,S2,Unstable,86.51119138,1,0,Rain,0.31,HIGH,19,2,6,1,High,Severe,115,131.62,63.3,15820.89,0,WeekEnd,55.79
Chennai,19-06-2025,2025,Jun,J3,97,East,361,26.87,58.55,33.07,1.35,66.24,S3,Active,95.10059731,1,0,Clear,0.16,MEDIUM,51,7,6,1,Medium,Moderate,97,66.24,-65.38,15850.67,0,WeekEnd,72.2
Hyderabad,25-08-2022,2022,Aug,J4,102,Central,256,39.84,12.15,5.5,0.33,14.23,S4,Active,95.88074378,1,0,Clear,0.03,LOW,42,4,6,1,Medium,Severe,102,14.23,-52.01,15804.56,0,WeekEnd,94.84
Chennai,26-07-2022,2022,Jul,J5,64,West,490,13.06,73.03,43.41,2.19,93.26,S5,Unstable,87.94297436,1,0,Fog,0.21,MEDIUM,61,12,6,1,High,Severe,64,93.26,79.03,15747.22,0,WeekEnd,68.07
Chennai,12-01-2026,2026,Jan,J6,93,Central,307,30.29,99.39,58.41,2.51,117.49,S6,Active,96.39558059,1,0,Rain,0.29,HIGH,49,6,6,1,High,Severe,93,117.49,24.23,15769.89,1,WeekEnd,35.43
Bangalore,14-11-2023,2023,Nov,J7,106,West,149,71.14,68.65,36.12,1.98,84.68,S7,Active,98.19091061,1,0,Heavy Traffic Event,0.19,MEDIUM,20,12,6,1,Low,Moderate,106,84.68,-32.8,15820,0,WeekEnd,72.6
Warangal,28-01-2026,2026,Jan,J8,70,East,61,114.75,33.53,29.62,1.6,57.75,S8,Unstable,87.61935652,1,0,Fog,0.13,LOW,10,4,6,1,Low,Moderate,70,57.75,-26.93,15963.56,0,WeekEnd,77.9
Pune,31-01-2024,2024,Jan,J9,80,North,263,30.42,85.54,55.03,2.67,112.74,S9,Active,91.78062522,1,0,Clear,0.26,HIGH,75,8,6,0,High,Severe,80,112.74,54.99,15882.78,0,WeekEnd,55
Pune,23-06-2022,2022,Jun,J10,89,West,253,35.18,97.15,63.82,2.93,126.31,S10,Active,98.14277774,1,0,Fog,0.3,HIGH,72,3,6,0,High,Severe,89,126.31,13.57,15824.22,1,WeekEnd,31.57
Pune,22-06-2022,2022,Jun,J11,64,South,454,14.1,28.72,16.76,1.07,40.84,S11,Active,92.30947063,1,1,Clear,0.08,LOW,83,12,6,0,High,Severe,64,40.84,-85.48,15676.89,0,WeekEnd,80.24
Pune,19-01-2023,2023,Jan,J12,65,Central,410,15.85,48.61,33.05,1.25,59.24,S12,Active,97.22880558,1,0,Heavy Traffic Event,0.15,MEDIUM,82,6,6,0,High,Severe,65,59.24,18.41,15633.22,0,WeekEnd,77.11
Chennai,20-03-2022,2022,Mar,J1,65,East,260,25,42.41,19.94,1.13,49.71,S1,Unstable,88.2362935,1,0,Clear,0.11,LOW,78,3,6,0,Medium,Severe,65,49.71,-9.53,15620,0,WeekEnd,74.47
Warangal,26-10-2025,2025,Oct,J2,103,North,162,63.58,65.05,37.4,2.2,87.84,S2,Unstable,85.95896862,1,0,Clear,0.19,MEDIUM,58,11,6,0,High,Severe,103,87.84,38.13,15760.44,0,WeekEnd,63.04
Pune,02-09-2025,2025,Sep,J3,61,Central,442,13.8,34.92,17.9,1.32,49.3,S3,Unstable,85.89200273,1,0,Clear,0.09,LOW,83,9,6,0,High,Severe,61,49.3,-38.55,15866.56,0,WeekEnd,87.03
Hyderabad,03-07-2025,2025,Jul,J4,112,Central,273,41.03,90.44,48.15,2.58,111.26,S4,Active,99.58534565,1,0,Clear,0.25,HIGH,69,3,6,0,Low,Severe,112,111.26,61.96,16005.56,0,WeekEnd,59.95
Chennai,13-02-2026,2026,Feb,J5,95,South,137,69.34,72.97,42.12,1.92,87.48,S5,Unstable,87.47076719,1,0,Clear,0.21,MEDIUM,55,5,6,0,Medium,Severe,95,87.48,-23.78,16017,0,WeekEnd,70.84
Hyderabad,13-05-2023,2023,May,J6,89,North,256,34.77,72.6,50.68,2.03,92.09,S6,Active,97.97336788,1,0,Clear,0.23,HIGH,73,9,6,0,High,Severe,89,92.09,4.62,15926.22,0,WeekEnd,68.87
Bangalore,21-04-2022,2022,Apr,J7,92,East,233,39.48,72.38,39.28,2.6,99.9,S7,Unstable,89.73592895,1,0,Clear,0.2,MEDIUM,70,11,6,0,Low,Moderate,92,99.9,7.8,15793.78,0,WeekEnd,58.92
Pune,17-01-2023,2023,Jan,J8,70,South,63,111.11,62.93,35.14,1.88,79.54,S8,Unstable,85.60132826,1,0,Clear,0.18,MEDIUM,34,10,6,0,Low,Moderate,70,79.54,-20.36,15665.89,0,WeekEnd,58.61
Chennai,16-06-2024,2024,Jun,J9,114,Central,204,55.88,91.04,57.52,2.66,116.07,S9,Unstable,88.61465925,1,0,Fog,0.27,HIGH,62,1,6,0,High,Severe,114,116.07,36.52,15713.22,1,WeekEnd,36.49
Bangalore,09-06-2026,2026,Jun,J10,90,East,379,23.75,52.21,27.41,1.22,58.78,S10,Active,92.58238755,1,0,Rain,0.14,MEDIUM,78,4,6,0,Medium,Severe,90,58.78,-57.29,15881.22,0,WeekEnd,82.59
Pune,14-12-2024,2024,Dec,J11,103,West,295,34.92,88.98,51.73,2.61,112.12,S11,Unstable,86.60157741,1,0,Heavy Traffic Event,0.26,HIGH,73,1,6,0,Low,Moderate,103,112.12,53.34,15962.44,0,WeekEnd,55.55
Chennai,08-02-2023,2023,Feb,J12,90,Central,117,76.92,87.38,62.72,2.55,113.43,S12,Active,98.83245029,1,0,Clear,0.29,HIGH,52,11,6,0,High,Severe,90,113.43,1.31,15904.78,1,WeekEnd,48.93
Warangal,29-01-2026,2026,Jan,J1,100,East,117,85.47,41.09,28.99,1.19,53.06,S1,Active,98.49827563,1,0,Clear,0.13,MEDIUM,47,9,0,0,Low,Severe,100,53.06,-60.37,15891.33,0,WeekEnd,80.42
Bangalore,19-10-2023,2023,Oct,J2,73,North,61,119.67,74.53,40.53,1.76,84.63,S2,Unstable,87.23721211,1,0,Rain,0.2,MEDIUM,30,8,0,0,High,Severe,73,84.63,31.57,15841,0,WeekEnd,68.54
Warangal,24-05-2025,2025,May,J3,77,Central,322,23.91,91.42,59.35,2.67,116.89,S3,Active,96.05662558,1,0,Clear,0.28,HIGH,78,2,0,0,High,Severe,77,116.89,32.26,15932.67,1,WeekEnd,37.66
Hyderabad,14-04-2022,2022,Apr,J4,82,North,245,33.47,53.13,33.76,2.14,79.58,S4,Active,91.91062474,1,0,Clear,0.16,MEDIUM,73,7,0,0,High,Severe,82,79.58,-37.3,15776.22,0,WeekEnd,65.26
Bangalore,15-10-2025,2025,Oct,J5,60,East,130,46.15,25.96,16.51,0.66,31.11,S5,Active,99.73190665,1,0,Heavy Traffic Event,0.08,LOW,67,4,0,0,Medium,Severe,60,31.11,-48.47,15855.78,0,WeekEnd,89.56
Warangal,28-10-2022,2022,Oct,J6,93,South,204,45.59,94.55,63.5,2.59,118.21,S6,Unstable,85.83106437,1,0,Rain,0.3,HIGH,67,6,0,0,High,Severe,93,118.21,87.09,15752.89,0,WeekEnd,56.48
Warangal,14-01-2025,2025,Jan,J7,109,East,360,30.28,28.99,13.24,0.77,33.96,S7,Active,92.06551891,1,0,Clear,0.07,LOW,75,1,0,0,Medium,Severe,109,33.96,-84.25,15868,0,WeekEnd,90.9
Hyderabad,19-01-2022,2022,Jan,J8,110,Central,266,41.35,68.55,48.32,2.02,89.19,S8,Unstable,89.28209594,1,0,Fog,0.22,MEDIUM,69,9,0,0,Low,Severe,110,89.19,55.23,15721.56,1,WeekEnd,48.02
Bangalore,06-12-2023,2023,Dec,J9,117,West,369,31.71,81.79,47.93,2.47,104.68,S9,Active,95.89567571,1,0,Clear,0.24,HIGH,74,5,0,0,Medium,Severe,117,104.68,15.5,15769.22,0,WeekEnd,64.54
Bangalore,29-03-2023,2023,Mar,J10,105,Central,225,46.67,92.82,57.13,2.47,112.98,S10,Unstable,86.66701386,1,0,Rain,0.28,HIGH,67,5,0,0,Medium,Severe,105,112.98,8.3,15695.56,0,WeekEnd,60.69
Chennai,27-09-2026,2026,Sep,J11,73,East,139,52.52,34.11,15.69,0.99,41.54,S11,Active,94.4216303,1,0,Clear,0.09,LOW,64,8,0,0,Medium,Severe,73,41.54,-71.44,15882.11,0,WeekEnd,87.83
Chennai,02-05-2025,2025,May,J12,82,North,482,17.01,92.21,50.25,2.6,113.13,S12,Active,99.22089023,1,0,Clear,0.25,HIGH,81,2,0,0,Low,Moderate,82,113.13,71.59,15935.44,0,WeekEnd,63.27
Chennai,03-03-2025,2025,Mar,J1,104,East,125,83.2,36.75,26.92,1.06,47.56,S1,Active,91.80820639,1,0,Clear,0.12,LOW,48,7,0,0,Medium,Severe,104,47.56,-65.58,16013.89,0,WeekEnd,83.54
Hyderabad,05-05-2026,2026,May,J2,115,North,108,106.48,17.95,5.86,0.63,23.42,S2,Active,91.81345985,1,0,Heavy Traffic Event,0.04,LOW,37,10,0,0,High,Severe,115,23.42,-24.14,16002.44,0,WeekEnd,93.56
Hyderabad,14-02-2022,2022,Feb,J3,99,East,355,27.89,51.34,31.16,1.43,63.66,S3,Active,92.43553466,1,0,Clear,0.15,MEDIUM,76,3,0,0,Medium,Moderate,99,63.66,40.25,15873.67,0,WeekEnd,66.09
Pune,25-10-2026,2026,Oct,J4,96,West,336,28.57,98.14,55.79,2.79,121.6,S4,Active,91.23562327,1,1,Rain,0.28,HIGH,76,1,0,0,High,Severe,96,121.6,57.94,15939.67,1,WeekEnd,36.97
Pune,15-01-2024,2024,Jan,J5,107,South,94,113.83,91.87,47.96,2.3,106.41,S5,Active,91.71213905,1,0,Clear,0.25,HIGH,33,5,0,0,Low,Moderate,107,106.41,-15.19,15845.11,1,WeekEnd,51.03
Warangal,30-05-2022,2022,May,J6,97,Central,427,22.72,68.99,38.35,1.94,84.86,S6,Active,91.94858018,1,0,Clear,0.19,MEDIUM,79,6,0,0,Medium,Severe,97,84.86,-21.55,15856.56,0,WeekEnd,71.04
Hyderabad,29-07-2026,2026,Jul,J7,104,North,380,27.37,19.1,9.89,0.45,21.48,S7,Active,99.97098884,1,0,Clear,0.05,LOW,76,6,0,0,Low,Moderate,104,21.48,-63.38,15847.67,0,WeekEnd,96.11
Hyderabad,02-04-2023,2023,Apr,J8,79,Central,155,50.97,54.72,30.29,1.58,68.01,S8,Unstable,86.74654027,1,0,Clear,0.15,MEDIUM,65,3,0,0,Low,Moderate,79,68.01,46.52,15812.44,0,WeekEnd,70.23
Pune,17-07-2023,2023,Jul,J9,102,Central,71,143.66,111.31,62.87,2.83,131.15,S9,Unstable,89.27982119,1,0,Fog,0.31,HIGH,20,3,0,0,Medium,Severe,102,131.15,63.14,15859,1,WeekEnd,28.31
Pune,05-07-2024,2024,Jul,J10,61,East,197,30.96,89.13,52.37,2.68,113.92,S10,Unstable,88.16180996,1,0,Heavy Traffic Event,0.26,HIGH,75,11,0,0,High,Severe,61,113.92,-17.23,15770.22,1,WeekEnd,41.37
Bangalore,01-08-2023,2023,Aug,J11,89,East,211,42.18,41.53,17.73,1.21,50.36,S11,Active,93.16282001,1,0,Clear,0.1,LOW,69,3,0,0,High,Severe,89,50.36,-63.56,15784.78,0,WeekEnd,82.6
Bangalore,14-02-2026,2026,Feb,J12,87,North,254,34.25,79.68,43.18,2.35,99.69,S12,Unstable,85.04213403,1,0,Clear,0.22,MEDIUM,73,11,0,0,Low,Severe,87,99.69,49.33,15888.22,0,WeekEnd,57.51
Bangalore,16-05-2025,2025,May,J1,75,South,89,84.27,57.68,34.42,2,79.12,S1,Active,98.81647957,1,0,Fog,0.17,MEDIUM,48,12,0,0,Medium,Severe,75,79.12,-20.58,15924.89,0,WeekEnd,69.63
Hyderabad,24-12-2024,2024,Dec,J2,93,Central,447,20.81,43.17,33.44,1.36,58.73,S2,Active,92.96681351,1,0,Heavy Traffic Event,0.15,MEDIUM,80,2,0,0,Medium,Severe,93,58.73,-20.39,15982.22,0,WeekEnd,78.46
Bangalore,04-02-2022,2022,Feb,J3,118,South,379,31.13,35,17.24,1.06,43.97,S3,Active,98.44115806,1,0,Clear,0.09,LOW,74,7,0,0,Medium,Severe,118,43.97,-14.75,15821.78,0,WeekEnd,86.17
Bangalore,08-06-2026,2026,Jun,J4,64,North,432,14.81,72.86,47.77,2,90.79,S4,Active,90.17447822,1,0,Clear,0.22,MEDIUM,83,9,0,0,Low,Moderate,64,90.79,46.81,15863.78,0,WeekEnd,58.45
Pune,16-05-2023,2023,May,J5,119,North,178,66.85,101.98,60.59,2.48,118.74,S5,Unstable,87.24894883,1,0,Clear,0.3,HIGH,57,3,0,0,High,Severe,119,118.74,27.95,15801.22,1,WeekEnd,32.35
Pune,07-05-2023,2023,May,J6,97,North,174,55.75,79.35,44.74,2.7,107.05,S6,Unstable,87.88438829,1,0,Clear,0.22,MEDIUM,62,6,0,0,Medium,Severe,97,107.05,-11.69,15849.78,0,WeekEnd,66
Warangal,27-04-2025,2025,Apr,J7,110,West,204,53.92,18.25,7,0.54,22.07,S7,Active,92.06098579,1,0,Clear,0.04,LOW,63,8,0,0,Medium,Moderate,110,22.07,-84.98,15809.56,0,WeekEnd,92.75
Chennai,15-02-2022,2022,Feb,J8,100,North,243,41.15,84.54,57.95,2.33,106.33,S8,Unstable,85.60403356,1,0,Heavy Traffic Event,0.27,HIGH,69,4,0,0,High,Severe,100,106.33,84.25,15756.78,0,WeekEnd,55.05
Pune,24-12-2022,2022,Dec,J9,83,East,321,25.86,54.62,33.63,1.34,64.2,S9,Active,96.72706161,1,0,Clear,0.16,MEDIUM,52,12,0,1,Medium,Severe,83,64.2,-42.13,15740.22,0,WeekEnd,73.17
Chennai,17-05-2026,2026,May,J10,118,West,218,54.13,32.93,21.79,1.11,45.18,S10,Active,96.85954878,1,0,Clear,0.1,LOW,32,3,0,1,Medium,Moderate,118,45.18,-19.01,15784,0,WeekEnd,81.08
Pune,24-08-2023,2023,Aug,J11,71,South,392,18.11,38.33,20.73,1.03,45.93,S11,Active,95.52932543,1,0,Rain,0.11,LOW,57,1,0,1,Medium,Severe,71,45.93,0.75,15842.56,0,WeekEnd,87.59
Pune,01-07-2026,2026,Jul,J12,107,East,107,100,78.58,41.74,2.34,98.66,S12,Active,98.44509723,1,0,Clear,0.21,MEDIUM,10,10,0,1,Low,Moderate,107,98.66,52.73,15988.44,0,WeekEnd,59.92
Warangal,06-05-2024,2024,May,J1,100,North,278,35.97,71.42,41.77,2.35,95.33,S1,Active,93.2421589,1,0,Clear,0.21,MEDIUM,45,3,0,1,Medium,Severe,100,95.33,-3.33,15903.89,0,WeekEnd,71.13
Chennai,28-04-2023,2023,Apr,J2,73,East,448,16.29,37.23,19.76,0.73,39.06,S2,Active,92.18979218,1,0,Heavy Traffic Event,0.1,LOW,59,10,0,1,Low,Moderate,73,39.06,-56.27,15891,0,WeekEnd,79.26
Bangalore,16-10-2022,2022,Oct,J3,69,Central,90,76.67,42.96,29.1,1.67,63.6,S3,Active,92.93763644,1,0,Rain,0.14,MEDIUM,16,6,0,1,Low,Severe,69,63.6,24.54,15735.89,0,WeekEnd,72.2
Chennai,15-08-2024,2024,Aug,J4,97,Central,473,20.51,32.18,22.14,1.47,52.04,S4,Unstable,87.72930507,1,0,Heavy Traffic Event,0.1,LOW,56,2,0,1,High,Severe,97,52.04,-11.56,15746.78,0,WeekEnd,80.78
Warangal,13-07-2026,2026,Jul,J5,74,South,77,96.1,87.93,51.72,2.33,106,S5,Active,92.68436892,1,0,Clear,0.25,HIGH,10,8,0,1,High,Severe,74,106,53.96,15877.44,1,WeekEnd,51.06
Bangalore,11-09-2026,2026,Sep,J6,88,South,211,41.71,97.51,51.77,2.26,109.44,S6,Active,93.12635529,1,0,Clear,0.26,HIGH,41,6,0,1,High,Severe,88,109.44,3.44,16038.44,0,WeekEnd,57.54
Chennai,24-03-2023,2023,Mar,J7,74,South,249,29.72,42.27,24.36,1.38,56.09,S7,Active,96.4688478,1,0,Heavy Traffic Event,0.12,LOW,49,8,0,1,Medium,Severe,74,56.09,-53.35,15979.11,0,WeekEnd,81.84
Hyderabad,25-05-2024,2024,May,J8,108,East,143,75.52,38.31,26.42,1.25,52.05,S8,Active,90.21879184,1,0,Clear,0.12,LOW,17,2,0,1,Medium,Severe,108,52.05,-4.04,15896.11,0,WeekEnd,76.36
Hyderabad,16-07-2023,2023,Jul,J9,104,East,447,23.27,51.54,35.46,2.05,77.44,S9,Unstable,86.38340629,1,0,Fog,0.17,MEDIUM,78,3,0,0,Low,Moderate,104,77.44,25.39,15769.44,0,WeekEnd,66.04
Hyderabad,18-07-2026,2026,Jul,J10,117,Central,424,27.59,10,6.54,0.7,21.01,S10,Active,93.96193758,1,0,Clear,0.03,LOW,76,4,0,0,High,Severe,117,21.01,-56.43,15909.22,0,WeekEnd,94.51
Warangal,19-12-2023,2023,Dec,J11,68,Central,460,14.78,42.11,30.39,1.2,54.15,S11,Active,96.81937431,1,0,Clear,0.14,MEDIUM,83,1,0,0,Medium,Severe,68,54.15,33.15,15887.11,0,WeekEnd,78.03
Warangal,28-05-2026,2026,May,J12,91,West,236,38.56,46.17,22.29,1.3,55.86,S12,Active,99.54339572,1,0,Rain,0.12,LOW,71,3,0,0,Medium,Severe,91,55.86,1.71,16002.33,0,WeekEnd,83.01
Chennai,19-04-2022,2022,Apr,J1,111,Central,229,48.47,20.48,15.65,0.9,33.02,S1,Unstable,86.35381849,1,0,Fog,0.07,LOW,66,4,0,0,Medium,Moderate,111,33.02,-22.84,15828.89,0,WeekEnd,84.88
Bangalore,04-11-2025,2025,Nov,J2,64,West,468,13.68,44.47,29.37,0.8,47.04,S2,Active,96.19526718,1,0,Heavy Traffic Event,0.14,MEDIUM,83,3,0,0,Medium,Moderate,64,47.04,14.03,15904.89,0,WeekEnd,86.36
Hyderabad,02-11-2022,2022,Nov,J3,80,East,200,40,49.38,26.51,1.26,57.93,S3,Active,93.93760095,1,0,Clear,0.13,MEDIUM,70,4,0,0,Low,Severe,80,57.93,10.89,15758.44,0,WeekEnd,78.12
Pune,23-09-2023,2023,Sep,J4,61,East,316,19.3,72.74,43.28,1.88,86.88,S4,Unstable,85.23005773,1,0,Rain,0.21,MEDIUM,80,10,0,0,Medium,Severe,61,86.88,28.95,15811,0,WeekEnd,64.96
Hyderabad,02-09-2026,2026,Sep,J5,119,North,107,111.21,92.12,55.63,2.57,114.19,S5,Active,95.77362407,1,0,Clear,0.27,HIGH,34,11,0,0,Medium,Severe,119,114.19,27.31,15850.78,1,WeekEnd,40.12
Pune,14-03-2025,2025,Mar,J6,96,Central,414,23.19,63.67,36.67,1.88,80.46,S6,Unstable,85.39301881,1,0,Fog,0.18,MEDIUM,78,7,0,0,Low,Moderate,96,80.46,-33.73,15948.78,0,WeekEnd,73.73
Warangal,12-12-2023,2023,Dec,J7,81,East,217,37.33,43.78,27.52,1.64,62.89,S7,Active,96.7788424,1,0,Clear,0.13,MEDIUM,71,7,0,0,Medium,Severe,81,62.89,-17.57,15959.89,0,WeekEnd,79.39
Hyderabad,30-05-2024,2024,May,J8,84,Central,170,49.41,67.61,45.66,2.09,89.32,S8,Active,95.81983288,1,0,Clear,0.21,MEDIUM,65,6,0,0,Low,Moderate,84,89.32,26.43,15864.11,0,WeekEnd,57.38
Chennai,01-11-2023,2023,Nov,J9,114,Central,340,33.53,88.1,56.73,2.23,105.66,S9,Active,95.31880135,1,0,Clear,0.27,HIGH,73,7,0,0,High,Severe,114,105.66,16.33,15810.44,0,WeekEnd,56.84
Pune,10-04-2025,2025,Apr,J10,100,West,497,20.12,24.44,11.29,0.8,31.66,S10,Unstable,86.79994254,1,0,Clear,0.06,LOW,80,1,0,0,Medium,Moderate,100,31.66,-74,15866.67,0,WeekEnd,83.03
Bangalore,10-04-2025,2025,Apr,J11,61,East,240,25.42,20.35,15.89,0.58,26.52,S11,Active,98.78549436,1,0,Fog,0.07,LOW,77,1,0,0,High,Severe,61,26.52,-5.14,15899.22,0,WeekEnd,92.14
Bangalore,05-11-2023,2023,Nov,J12,116,East,310,37.42,90.14,59.54,2.32,109.24,S12,Active,98.48369632,1,0,Clear,0.28,HIGH,71,1,0,0,Medium,Severe,116,109.24,82.72,15899.89,1,WeekEnd,41.56
